Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_hours,Duration_minutes,Duration_total_mins
Air India,2019-06-15,Banglore,Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,7171,2,45,165
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,21:05,11h 30m,1,no info,12121,11,30,690
Air India,2019-06-12,Delhi,Cochin,DEL → GOI → BOM → COK,10:55:00,19:15,8h 20m,2,no info,11753,8,20,500
IndiGo,2019-03-01,Banglore,New Delhi,BLR → HYD → DEL,05:15:00,10:00,4h 45m,1,no info,8064,4,45,285
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15:00:00,19:00,28h,1,in-flight meal not included,10262,28,0,1680
IndiGo,2019-05-03,Chennai,Kolkata,MAA → CCU,22:05:00,00:25,2h 20m,0,no info,5277,2,20,140
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,17:45:00,20:45,3h,0,no info,8016,3,0,180
Air India,2019-03-12,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,05:30:00,14:50,9h 20m,2,no info,11342,9,20,560
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,04:40,22h 10m,1,in-flight meal not included,7594,22,10,1330
Air Asia,2019-06-03,Banglore,Delhi,BLR → DEL,11:10:00,13:55,2h 45m,0,no info,4483,2,45,165
Jet Airways,2019-05-18,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00:00,04:25,8h 25m,2,no info,16263,8,25,505
Air India,2019-05-12,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00:00,01:20,15h 20m,2,no info,13243,15,20,920
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,06:00:00,08:45,2h 45m,0,in-flight meal not included,6478,2,45,165
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,23:05:00,04:25,5h 20m,1,no info,15764,5,20,320
Air India,2019-04-03,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10:00,04:40,19h 30m,2,no info,4647,19,30,1170
Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,no info,8016,3,0,180
Air India,2019-06-12,Kolkata,Banglore,CCU → BLR,20:45:00,23:20,2h 35m,0,no info,4145,2,35,155
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:30:00,21:00,13h 30m,1,no info,8055,13,30,810
Air India,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,17:15:00,19:15,26h,2,no info,12409,26,0,1560
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,09:35:00,12:20,2h 45m,0,no info,6038,2,45,165
Air Asia,2019-05-21,Kolkata,Banglore,CCU → BLR,22:50:00,01:20,2h 30m,0,no info,4107,2,30,150
Air India,2019-05-21,Delhi,Cochin,DEL → BHO → BOM → COK,05:55:00,07:40,25h 45m,2,no info,11911,25,45,1545
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,23:00,24h 10m,1,no info,25735,24,10,1450
Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25:00,01:20,15h 55m,2,no info,11458,15,55,955
Air Asia,2019-04-24,Delhi,Cochin,DEL → BLR → COK,16:45:00,22:25,5h 40m,1,no info,6152,5,40,340
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,23:35,26h 25m,1,in-flight meal not included,10844,26,25,1585
Vistara,2019-05-24,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no info,11982,2,20,140
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1,no info,13941,9,50,590
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,14:20:00,22:20,8h,1,no info,6938,8,0,480
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,13:25:00,19:00,29h 35m,2,no info,15339,29,35,1775
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25:00,18:50,37h 25m,2,no info,20064,37,25,2245
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → HYD → COK,14:55:00,22:30,7h 35m,1,in-flight meal not included,6093,7,35,455
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00:00,01:35,6h 35m,1,no info,10885,6,35,395
Air India,2019-06-01,Delhi,Cochin,DEL → BLR → COK,13:30:00,23:00,9h 30m,1,no info,8907,9,30,570
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,20:45,14h 15m,1,in-flight meal not included,9663,14,15,855
IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,05:05:00,12:10,7h 5m,1,no info,7160,7,5,425
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30:00,15:30,8h,1,no info,11269,8,0,480
Jet Airways,2019-04-01,Mumbai,Hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,0,no info,5678,1,30,90
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,0,no info,5678,1,25,85
Air India,2019-06-06,Delhi,Cochin,DEL → BLR → COK,09:45:00,23:00,13h 15m,1,no info,8907,13,15,795
Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,0,in-flight meal not included,3210,1,25,85
Air India,2019-05-15,Banglore,Delhi,BLR → DEL,06:10:00,08:55,2h 45m,0,no info,6961,2,45,165
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05:00,08:15,18h 10m,1,no info,14815,18,10,1090
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,22:05,25h 40m,1,no info,11467,25,40,1540
Jet Airways,2019-06-15,Delhi,Cochin,DEL → NAG → BOM → COK,14:35:00,12:35,22h,2,in-flight meal not included,10919,22,0,1320
GoAir,2019-06-03,Delhi,Cochin,DEL → BOM → COK,14:25:00,19:35,5h 10m,1,no info,9069,5,10,310
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → MAA → BLR,15:05:00,20:20,5h 15m,1,no info,4649,5,15,315
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,4823,2,55,175
Air India,2019-05-21,Kolkata,Banglore,CCU → MAA → BLR,14:35:00,14:35,24h,1,no info,6528,24,0,1440
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,05:45:00,12:25,6h 40m,1,no info,22270,6,40,400
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45:00,04:25,17h 40m,2,in-flight meal not included,15654,17,40,1060
Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,22:55,26h 35m,1,no info,7770,26,35,1595
IndiGo,2019-05-03,Kolkata,Banglore,CCU → BLR,04:40:00,07:15,2h 35m,0,no info,4804,2,35,155
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,19:30:00,12:35,17h 5m,2,in-flight meal not included,10368,17,5,1025
IndiGo,2019-03-03,Delhi,Cochin,DEL → COK,21:05:00,00:20,3h 15m,0,no info,7673,3,15,195
IndiGo,2019-04-21,Delhi,Cochin,DEL → COK,05:35:00,08:50,3h 15m,0,no info,6015,3,15,195
IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,11:30:00,14:05,2h 35m,0,no info,4804,2,35,155
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,08:15,12h 15m,1,no info,13941,12,15,735
Air Asia,2019-05-09,Kolkata,Banglore,CCU → BBI → BLR,19:55:00,23:30,3h 35m,1,no info,5162,3,35,215
Air India,2019-03-09,Banglore,New Delhi,BLR → CCU → DEL,11:05:00,22:45,11h 40m,1,no info,10657,11,40,700
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,16:30:00,23:35,7h 5m,1,no info,14781,7,5,425
IndiGo,2019-04-03,Mumbai,Hyderabad,BOM → HYD,19:05:00,20:35,1h 30m,0,no info,2754,1,30,90
Air India,2019-03-12,Banglore,New Delhi,BLR → HYD → VGA → DEL,06:50:00,22:55,16h 5m,2,no info,11474,16,5,965
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,08:15,13h 20m,1,in-flight meal not included,7757,13,20,800
Jet Airways,2019-04-03,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,0,in-flight meal not included,2228,1,25,85
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00:00,08:15,24h 15m,1,in-flight meal not included,10405,24,15,1455
GoAir,2019-06-27,Banglore,Delhi,BLR → DEL,07:45:00,10:40,2h 55m,0,no info,3419,2,55,175
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,17:30:00,12:35,19h 5m,1,in-flight meal not included,10262,19,5,1145
Air India,2019-06-09,Mumbai,Hyderabad,BOM → HYD,13:55:00,15:25,1h 30m,0,no info,3100,1,30,90
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15:00,04:25,26h 10m,1,in-flight meal not included,11848,26,10,1570
Air India,2019-04-09,Delhi,Cochin,DEL → BLR → COK,20:30:00,08:15,11h 45m,1,no info,5683,11,45,705
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,12:00,27h 35m,1,in-flight meal not included,9663,27,35,1655
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,in-flight meal not included,4544,3,0,180
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,0,in-flight meal not included,4050,1,25,85
Vistara,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,09:05,12h 45m,1,no info,9187,12,45,765
Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,20:20,24h,1,no info,8452,24,0,1440
Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25:00,01:20,15h 55m,2,no info,11668,15,55,955
Air India,2019-06-09,Delhi,Cochin,DEL → CCU → BOM → COK,14:25:00,19:15,28h 50m,2,no info,13381,28,50,1730
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:00:00,21:00,14h,1,no info,8073,14,0,840
Air Asia,2019-03-01,Kolkata,Banglore,CCU → BLR,10:20:00,12:55,2h 35m,0,no info,5620,2,35,155
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,04:40,14h 35m,1,no info,12739,14,35,875
Air Asia,2019-05-03,Kolkata,Banglore,CCU → BLR,19:55:00,22:25,2h 30m,0,no info,5989,2,30,150
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,09:25:00,07:55,22h 30m,1,no info,8891,22,30,1350
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,in-flight meal not included,4544,3,0,180
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,16:00:00,19:00,27h,1,in-flight meal not included,10262,27,0,1620
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,20:20,27h 20m,1,no info,9345,27,20,1640
Vistara,2019-03-01,Banglore,New Delhi,BLR → DEL,19:40:00,22:20,2h 40m,0,no info,21730,2,40,160
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,09:15:00,21:00,11h 45m,1,no info,6838,11,45,705
Air India,2019-03-12,Mumbai,Hyderabad,BOM → DEL → HYD,21:00:00,19:25,22h 25m,1,no info,10943,22,25,1345
IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,04:00:00,06:50,2h 50m,0,no info,3943,2,50,170
SpiceJet,2019-06-18,Banglore,Delhi,BLR → DEL,05:55:00,08:35,2h 40m,0,no check-in baggage included,3573,2,40,160
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → BLR,09:00:00,11:25,2h 25m,0,no check-in baggage included,3841,2,25,145
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,09:45:00,18:10,8h 25m,1,no info,9646,8,25,505
Air India,2019-03-18,Delhi,Cochin,DEL → COK,18:05:00,21:10,3h 5m,0,no info,4729,3,5,185
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,09:30,10h 40m,1,no info,17261,10,40,640
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,10:05,20h,1,no info,13941,20,0,1200
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,12:00,14h 50m,1,in-flight meal not included,10844,14,50,890
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,16:20,21h 25m,1,no info,14231,21,25,1285
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,13:00:00,19:00,6h,1,no info,14714,6,0,360
SpiceJet,2019-03-21,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1,no info,6460,4,30,270
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,23:35,27h 10m,1,no info,11467,27,10,1630
IndiGo,2019-05-03,Banglore,Delhi,BLR → DEL,00:30:00,03:25,2h 55m,0,no info,3943,2,55,175
IndiGo,2019-04-15,Kolkata,Banglore,CCU → HYD → BLR,15:15:00,20:05,4h 50m,1,no info,4775,4,50,290
SpiceJet,2019-04-06,Kolkata,Banglore,CCU → BLR,09:00:00,11:25,2h 25m,0,no check-in baggage included,3841,2,25,145
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40:00,07:40,20h,1,no info,12284,20,0,1200
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,17:15:00,19:50,2h 35m,0,no info,4804,2,35,155
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,13:25:00,12:35,23h 10m,2,no info,12819,23,10,1390
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:15:00,04:25,10h 10m,1,no info,14714,10,10,610
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,0,no info,8040,1,30,90
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → IDR → BOM → COK,15:05:00,01:30,10h 25m,2,no info,16840,10,25,625
Jet Airways,2019-05-06,Delhi,Cochin,DEL → BOM → COK,22:50:00,04:25,5h 35m,1,no info,15554,5,35,335
GoAir,2019-04-15,Delhi,Cochin,DEL → BOM → COK,10:35:00,19:35,9h,1,no info,5752,9,0,540
Vistara,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,10:45,17h 45m,1,no info,8452,17,45,1065
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:00:00,19:15,11h 15m,1,in-flight meal not included,11761,11,15,675
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,13:00:00,19:15,6h 15m,1,no info,14848,6,15,375
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2,in-flight meal not included,10368,13,30,810
Air India,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,16:40:00,19:15,26h 35m,2,no info,9863,26,35,1595
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10:00:00,19:00,9h,1,in-flight meal not included,10262,9,0,540
Vistara,2019-06-06,Banglore,Delhi,BLR → DEL,07:00:00,09:40,2h 40m,0,no info,4668,2,40,160
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11:25:00,19:00,7h 35m,1,no info,9103,7,35,455
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,21:50:00,12:35,14h 45m,1,in-flight meal not included,10262,14,45,885
GoAir,2019-06-27,Delhi,Cochin,DEL → AMD → COK,07:25:00,13:35,6h 10m,1,no info,4525,6,10,370
Air India,2019-04-27,Banglore,Delhi,BLR → DEL,10:00:00,12:45,2h 45m,0,no info,5228,2,45,165
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,21:25:00,05:05,7h 40m,1,no info,19225,7,40,460
Jet Airways,2019-05-09,Mumbai,Hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,0,no info,8040,1,30,90
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,14:00:00,04:25,14h 25m,1,in-flight meal not included,7438,14,25,865
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,04:00:00,15:30,11h 30m,1,no info,13135,11,30,690
IndiGo,2019-05-09,Delhi,Cochin,DEL → COK,14:25:00,17:40,3h 15m,0,no info,6015,3,15,195
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,17:00:00,01:30,8h 30m,1,no info,8283,8,30,510
SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,08:20:00,10:35,2h 15m,0,no check-in baggage included,3543,2,15,135
IndiGo,2019-03-27,Kolkata,Banglore,CCU → BLR,10:10:00,12:55,2h 45m,0,no info,4148,2,45,165
GoAir,2019-03-15,Banglore,New Delhi,BLR → GOI → DEL,15:45:00,20:15,4h 30m,1,no info,7657,4,30,270
IndiGo,2019-05-12,Kolkata,Banglore,CCU → BBI → BLR,19:35:00,23:15,3h 40m,1,no info,5276,3,40,220
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,23:35,14h,1,no info,14151,14,0,840
Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,0,no info,8040,1,30,90
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,11:55:00,21:20,9h 25m,2,no info,8378,9,25,565
SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,09:45:00,12:00,2h 15m,0,no check-in baggage included,3543,2,15,135
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,18:55:00,21:50,2h 55m,0,no info,4823,2,55,175
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,08:15,13h 20m,1,no info,14388,13,20,800
SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no check-in baggage included,3543,2,20,140
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,20:45,6h 40m,1,in-flight meal not included,10844,6,40,400
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,18:15,11h 45m,1,in-flight meal not included,10844,11,45,705
SpiceJet,2019-06-12,Delhi,Cochin,DEL → BLR → COK,17:55:00,22:50,4h 55m,1,no info,4957,4,55,295
IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,07:35:00,16:10,8h 35m,1,no info,6442,8,35,515
Air India,2019-05-15,Delhi,Cochin,DEL → MAA → COK,17:20:00,09:25,16h 5m,1,no info,7480,16,5,965
IndiGo,2019-04-01,Delhi,Cochin,DEL → BOM → COK,20:25:00,01:30,5h 5m,1,no info,5073,5,5,305
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,16:30:00,22:35,6h 5m,1,no info,14781,6,5,365
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,09:45:00,16:10,6h 25m,1,no info,9646,6,25,385
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1,in-flight meal not included,7851,9,50,590
SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,05:45:00,07:05,1h 20m,0,no check-in baggage included,2175,1,20,80
Air India,2019-05-09,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00:00,05:25,19h 25m,2,no info,14424,19,25,1165
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,19:00,9h 20m,2,no info,13014,9,20,560
Jet Airways,2019-04-06,Delhi,Cochin,DEL → BOM → COK,02:15:00,19:00,16h 45m,1,in-flight meal not included,5177,16,45,1005
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10:45:00,18:50,8h 5m,1,no info,15135,8,5,485
Air India,2019-06-21,Banglore,Delhi,BLR → DEL,21:05:00,23:55,2h 50m,0,no info,5228,2,50,170
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,11:40:00,05:05,17h 25m,1,no info,22270,17,25,1045
SpiceJet,2019-06-15,Chennai,Kolkata,MAA → CCU,09:45:00,12:00,2h 15m,0,no check-in baggage included,3543,2,15,135
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05:00,19:00,19h 55m,2,no info,15129,19,55,1195
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,06:40:00,21:00,14h 20m,1,no info,6093,14,20,860
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,14:05:00,20:20,6h 15m,1,in-flight meal not included,11087,6,15,375
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,09:00:00,21:00,12h,1,no info,7408,12,0,720
IndiGo,2019-05-24,Kolkata,Banglore,CCU → PNQ → BLR,21:00:00,02:15,5h 15m,1,no info,6534,5,15,315
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,in-flight meal not included,13029,22,55,1375
Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,07:10:00,10:10,3h,0,no info,8016,3,0,180
Air India,2019-03-12,Mumbai,Hyderabad,BOM → MAA → HYD,05:55:00,19:10,13h 15m,1,no info,8528,13,15,795
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → BOM → COK,17:15:00,19:15,26h,2,no info,12760,26,0,1560
Air India,2019-06-09,Delhi,Cochin,DEL → HYD → BOM → COK,17:15:00,19:15,26h,2,no info,12199,26,0,1560
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:00:00,01:30,15h 30m,1,no info,14067,15,30,930
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,17:45:00,20:45,3h,0,no info,8016,3,0,180
Air India,2019-05-03,Kolkata,Banglore,CCU → BLR,14:15:00,16:45,2h 30m,0,no info,5510,2,30,150
Air India,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,14:35:00,14:35,24h,1,no info,6241,24,0,1440
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,12:30:00,09:25,20h 55m,1,no info,16142,20,55,1255
Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,14:35:00,12:35,22h,2,in-flight meal not included,10919,22,0,1320
IndiGo,2019-04-21,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11:25:00,21:00,9h 35m,1,no info,6979,9,35,575
Air India,2019-04-18,Delhi,Cochin,DEL → COK,14:10:00,17:10,3h,0,no info,6094,3,0,180
Air India,2019-04-01,Banglore,Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,5176,2,45,165
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,13:00:00,21:00,8h,1,in-flight meal not included,15136,8,0,480
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,23:25,15h,1,in-flight meal not included,10031,15,0,900
Jet Airways,2019-03-21,Delhi,Cochin,DEL → IDR → BOM → COK,05:25:00,18:50,37h 25m,2,no info,12814,37,25,2245
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,19:50,13h 20m,1,no info,12681,13,20,800
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:00:00,18:50,11h 50m,1,no info,12402,11,50,710
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,18:10,9h 45m,1,no info,13759,9,45,585
SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no info,3597,2,20,140
Air Asia,2019-05-21,Banglore,Delhi,BLR → DEL,23:55:00,02:45,2h 50m,0,no info,3383,2,50,170
Vistara,2019-05-09,Banglore,Delhi,BLR → DEL,09:45:00,12:35,2h 50m,0,no info,4668,2,50,170
Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,19:10:00,04:25,33h 15m,2,no info,10929,33,15,1995
Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,10:45,17h 45m,1,no info,9187,17,45,1065
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,11:40:00,01:30,13h 50m,1,no info,7530,13,50,830
Air India,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,09:10:00,13:40,4h 30m,1,no info,8026,4,30,270
SpiceJet,2019-04-09,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,4319,2,50,170
Jet Airways,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,14:35:00,04:25,13h 50m,2,no info,13376,13,50,830
SpiceJet,2019-05-06,Kolkata,Banglore,CCU → BLR,09:00:00,11:25,2h 25m,0,no info,4174,2,25,145
Vistara,2019-05-27,Banglore,Delhi,BLR → DEL,07:00:00,09:40,2h 40m,0,no info,4668,2,40,160
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:05:00,21:00,13h 55m,1,no info,13062,13,55,835
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,19:15:00,04:25,9h 10m,1,in-flight meal not included,12898,9,10,550
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15:00:00,04:25,13h 25m,1,no info,14714,13,25,805
Air India,2019-05-09,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,20:25,14h 35m,2,no info,10991,14,35,875
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,11:10:00,14:05,2h 55m,0,in-flight meal not included,4030,2,55,175
Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,04:25,18h 45m,2,in-flight meal not included,13029,18,45,1125
Vistara,2019-03-15,Banglore,New Delhi,BLR → AMD → DEL,06:40:00,12:35,5h 55m,1,no info,6800,5,55,355
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,07:00:00,09:30,26h 30m,1,in-flight meal not included,11087,26,30,1590
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:20:00,19:00,8h 40m,1,no info,9794,8,40,520
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,09:20,12h 10m,1,no info,14388,12,10,730
IndiGo,2019-03-12,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4148,2,40,160
Air India,2019-03-03,Delhi,Cochin,DEL → BHO → BOM → COK,20:00:00,19:15,23h 15m,2,no info,17266,23,15,1395
Air India,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,20:30:00,08:55,12h 25m,1,no info,7893,12,25,745
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,no info,7229,3,0,180
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:05:00,21:00,13h 55m,1,in-flight meal not included,9930,13,55,835
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,11:30:00,01:35,14h 5m,1,no info,18286,14,5,845
